saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,6,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,5,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,TRATAMIENTO DE DIENTES PRIMARIOS CON FORM
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,2,5 - 14 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,8,40-69 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,3,40-69 ANOS,M,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,1,>=70 ANOS,M,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,3,< 1 ANO,F,APLICACION DE FLUOR
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,1,< 1 ANO,M,APLICACION DE FLUOR
DR. MANUEL CASSUSO,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,M,APLICACION DE FLUOR
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,12,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,10,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,19,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,23,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,8,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,10,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,3,1 - 4 ANOS,F,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,4,1 - 4 ANOS,M,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,8,5 - 14 ANOS,F,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,10,5 - 14 ANOS,M,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,6,15 - 19 ANOS,F,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,4,15 - 19 ANOS,M,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,8,20-39 ANOS,F,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,10,20-39 ANOS,M,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,5,40-69 ANOS,F,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,4,40-69 ANOS,M,URGENCIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,1,15 - 19 ANOS,M,DERIVACION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,1,20-39 ANOS,F,DERIVACION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,1,20-39 ANOS,M,DERIVACION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,14,5 - 14 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,9,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,6,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,6,15 - 19 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,4,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,10,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,3,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,2,40-69 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,12,5 - 14 ANOS,F,APLICACION DE FLUOR
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,10,5 - 14 ANOS,M,APLICACION DE FLUOR
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,4,1 - 4 ANOS,F,INACTIVACION DE CARIES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,5,1 - 4 ANOS,M,INACTIVACION DE CARIES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,10,5 - 14 ANOS,F,INACTIVACION DE CARIES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,12,5 - 14 ANOS,M,INACTIVACION DE CARIES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,5,1 - 4 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,6,1 - 4 ANOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,20,5 - 14 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,16,5 - 14 ANOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,8,15 - 19 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,7,15 - 19 ANOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,5,5 - 14 ANOS,F,SELLANTES DE PUNTOS FISURAS
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,4,5 - 14 ANOS,M,SELLANTES DE PUNTOS FISURAS
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,6,1 - 4 ANOS,F,TALLER DE PROMOCION Y PREVENCION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,8,1 - 4 ANOS,M,TALLER DE PROMOCION Y PREVENCION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,23,5 - 14 ANOS,F,TALLER DE PROMOCION Y PREVENCION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,20,5 - 14 ANOS,M,TALLER DE PROMOCION Y PREVENCION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,7,15 - 19 ANOS,F,TALLER DE PROMOCION Y PREVENCION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,6,15 - 19 ANOS,M,TALLER DE PROMOCION Y PREVENCION
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,6,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,8,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,23,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,20,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,4,5 - 14 ANOS,F,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,5,5 - 14 ANOS,M,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,2,15 - 19 ANOS,F,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,3,15 - 19 ANOS,M,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,3,20-39 ANOS,F,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,2,20-39 ANOS,M,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,,2,40-69 ANOS,F,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,4,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,4,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,11,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,4,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,10,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,5,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,>=70 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,2,1 - 4 ANOS,M,INACTIVACION DE CARIES
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,5,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,7,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,13,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,4,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,4,40-69 ANOS,F,EXTRACCION DENTARIA
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,APLICACION DE FLUOR
DR. ALBERTO LIFSCHITZ,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,M,APLICACION DE FLUOR
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,6,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,5,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,11,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,6,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,8,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,>=70 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,URGENCIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,M,URGENCIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,URGENCIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,URGENCIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,URGENCIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,M,URGENCIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,4,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,5,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,TARTREC Y CEPILLADO MECANICO
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,INACTIVACION DE CARIES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,INACTIVACION DE CARIES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,INACTIVACION DE CARIES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,INACTIVACION DE CARIES
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,< 1 ANO,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,6,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,4,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,13,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,12,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,EXTRACCION DENTARIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,EXTRACCION DENTARIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,>=70 ANOS,F,EXTRACCION DENTARIA
CICHERO,2022-03-01,ODONTOLOGIA,MANANA,1,>=70 ANOS,M,EXTRACCION DENTARIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,1 - 4 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,1 - 4 ANOS,M,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,3,5 - 14 ANOS,M,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,5,40-69 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,M,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,TARDE,2,1 - 4 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,2,5 - 14 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,3,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,1,>=70 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,3,5 - 14 ANOS,M,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,5,20-39 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,4,20-39 ANOS,M,URGENCIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,1,1 - 4 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,1,1 - 4 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,5,5 - 14 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,9,5 - 14 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,4,15 - 19 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,1,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,2,20-39 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,1,15 - 19 ANOS,M,EXTRACCION DENTARIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,13,20-39 ANOS,F,EXTRACCION DENTARIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,6,20-39 ANOS,M,EXTRACCION DENTARIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,9,40-69 ANOS,F,EXTRACCION DENTARIA
DR. KORIMBLUM,2022-03-01,ODONTOLOGIA,,2,40-69 ANOS,M,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,5,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,1 - 4 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,5 - 14 ANOS,M,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,4,20-39 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,M,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,4,5 - 14 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,7,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,< 1 ANO,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,18,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,18,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,12,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,14,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,5,20-39 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,5 - 14 ANOS,M,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,M,URGENCIA
